,facltNm,allar,insrncAt,trsagntNo,bizrno,facltDivNm,mangeDivNm,mgcDiv,manageSttus,hvofBgnde,hvofEnddle,featureNm,induty,lctCl,doNm,sigunguNm,zipcode,addr1,addr2,mapX,mapY,direction,tel,homepage,resveUrl,resveCl,manageNmpr,gnrlSiteCo,autoSiteCo,glampSiteCo,caravSiteCo,indvdlCaravSiteCo,sitedStnc,siteMg1Width,siteMg2Width,siteMg3Width,siteMg1Vrticl,siteMg2Vrticl,siteMg3Vrticl,siteMg1Co,siteMg2Co,siteMg3Co,siteBottomCl1,siteBottomCl2,siteBottomCl3,siteBottomCl4,siteBottomCl5,tooltip,glampInnerFclty,caravInnerFclty,prmisnDe,operPdCl,operDeCl,trlerAcmpnyAt,caravAcmpnyAt,toiletCo,swrmCo,wtrplCo,brazierCl,sbrsCl,sbrsEtc,posblFcltyCl,posblFcltyEtc,clturEventAt,clturEvent,exprnProgrmAt,exprnProgrm,extshrCo,frprvtWrppCo,frprvtSandCo,fireSensorCo,themaEnvrnCl,eqpmnLendCl,animalCmgCl,tourEraCl,firstImageUrl,createdtime,modifiedtime
2509,달빛야영장,0,Y,Jul-20,,민간,직영,,운영,,,,일반야영장,,경기도,양평군,12527,경기 양평군 단월면 윗고북길 56,,127.5832641,37.5887405,,010-8565-2472,https://cafe.naver.com/moonlight9,네이버예약,"온라인예약대기,온라인실시간예약",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2020-12-04,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/8056/thumb/thumb_720_3599YjdwC2JrLdZlzKW3CrL7.jpg,2022-08-01 23:19,2022-08-01 23:19
2510,행복한 체험 캠핑장,500,Y,2020000001,353-06-01389,민간,직영,,운영,,,,"자동차야영장,글램핑","강,도심",경기도,김포시,10075,경기 김포시 금포로 1196 (운양동),,126.7010576,37.6512549,,,,,,3,0,0,10,0,0,1,0,0,0,0,0,0,10,0,0,0,10,0,0,0,,"에어컨,난방기구",,2020-05-22,"봄,여름,가을,겨울",평일+주말,N,N,1,0,0,공동취사장,"전기,무선인터넷,운동시설",,,,N,,N,,5,0,0,10,,,불가능,,https://gocamping.or.kr/upload/camp/8057/thumb/thumb_720_5118EaNzs6MD2sWoByxL8KxT.jpg,2022-08-01 23:19,2022-08-01 23:19
2511,캠프1530,10578,Y,제 2020-000003호,283-26-01259,민간,직영,,운영,,,,자동차야영장,"산,숲,계곡",경상북도,청도군,38365,경북 청도군 운문면 운북로 235,,128.9652078,35.7881772,,,https://cafe.naver.com/camp1530,"https://map.naver.com/v5/entry/place/1108892646?c=14355875.4793313,4271513.8894986,15,0,0,0,dh&placePath=%2Fbooking%3Fentry=plt",온라인실시간예약,2,0,40,0,0,0,0,0,0,0,0,0,0,21,6,3,0,35,5,0,0,,,,2020-12-04,"봄,여름,가을,겨울",평일+주말,Y,Y,1,1,1,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,"계곡 물놀이,산책로,강/물놀이",,N,,N,,20,0,0,0,"여름물놀이,가을단풍명소",릴선,가능(소형견),,https://gocamping.or.kr/upload/camp/8058/thumb/thumb_720_0749rnETvk1oyS08Ds997OIg.jpg,2022-08-01 23:19,2022-08-01 23:19
2512,다둥이네캠핑장,0,Y,,,,직영,,운영,,,,일반야영장,,경기도,가평군,12402,경기 가평군 북면 화악산로 636,,127.5632319,37.9347012,,,http://cafe.naver.com/betman1120,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2020-12-04,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2513,하기숲 가족캠핑장,16311,Y,2020-000001,314-83-00386,지자체,직영,,운영,,,,일반야영장,"숲,도심",대전시,유성구,305-358,대전광역시 유성구 하기동 259 ,,127.3323078,36.3931999,,070-7727-5500,http://hgscamp.kr/,https://www.hgscamp.kr:454/reservation.asp?location=002,온라인실시간예약,5,0,14,0,0,0,3,0,0,0,0,0,0,14,0,0,0,8,6,0,0,,,,2020-12-07,"봄,여름,가을,겨울",평일+주말,N,N,2,2,1,개별,"전기,온수,물놀이장,놀이터,마트.편의점",,산책로,,N,,N,,14,0,0,0,걷기길,,불가능,,https://gocamping.or.kr/upload/camp/8060/thumb/thumb_720_8672pl1ihwKw06AntRIgiQaf.jpg,2022-08-01 23:19,2022-08-01 23:19
2514,힐링오름캠핑장,0,Y,제 2020-000003호,817-06-01748,민간,직영,,운영,,,,"일반야영장,자동차야영장",산,경상북도,고령군,40126,경북 고령군 덕곡면 덕운로 1081,,128.1910034,35.800076,,,,"https://map.naver.com/v5/search/%ED%9E%90%EB%A7%81%EC%98%A4%EB%A6%84%EC%BA%A0%ED%95%91%EC%9E%A5/place/1446578241?c=14269690.3154265,4273148.0875688,15,0,0,0,dh",,1,0,15,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,,,,2020-12-09,"봄,여름,가을,겨울",평일+주말,Y,Y,1,1,2,개별,"전기,무선인터넷,장작판매,온수",,산책로,,N,,N,,15,0,0,0,,,가능,,https://gocamping.or.kr/upload/camp/8061/thumb/thumb_720_90147jTvVxtzgNXgvegLZxXC.jpg,2022-08-01 23:19,2022-08-01 23:19
2515,글로리아 야영장,0,Y,,,민간,직영,,운영,,,,일반야영장,숲,충청남도,홍성군,32204,충남 홍성군 서부면 서부서길554번길 58,,126.4683829,36.5801431,,,https://hongsunggloria.modoo.at/,,,1,0,10,0,0,0,3,0,0,0,0,0,0,10,0,0,10,0,0,0,0,,,,2020-12-10,"봄,여름,가을,겨울",평일+주말,Y,Y,2,2,1,개별,"전기,장작판매,온수,물놀이장,운동시설",,"산책로,수상레저,해수욕,청소년체험시설",,N,,N,,10,0,0,0,"일몰명소,여름물놀이",,가능,,https://gocamping.or.kr/upload/camp/8062/thumb/thumb_720_3164eJuvq9aJs0RcXYKaQzsR.jpg,2022-08-01 23:19,2022-08-01 23:19
2516,채계산 구름 관광농원,0,Y,,,,직영,,운영,,,,일반야영장,,전라북도,순창군,56030,전북 순창군 적성면 마계길 22-8,,127.2359763,35.4098226,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2020-12-25,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2517,신두리정원오토캠핑야영장,10000,Y,제 2020-000011호,136-75-00326,민간,직영,,운영,,,,"일반야영장,글램핑","해변,숲",충청남도,태안군,32108,충남 태안군 원북면 신두로 690-57,,126.1894419,36.8360368,,041-675-8005,http://www.sinduri-camping.com/,http://www.sinduri-camping.com/,,3,0,30,20,0,0,3,0,0,0,0,0,0,30,0,0,0,30,0,0,0,,"침대,TV,에어컨,냉장고,난방기구,취사도구,내부화장실",,2020-12-16,"봄,여름,가을,겨울",평일+주말,Y,Y,1,1,1,개별,"전기,장작판매,온수,운동시설",,해수욕,,N,,N,,30,1,0,0,"일몰명소,수상레저,걷기길",,불가능,,https://gocamping.or.kr/upload/camp/8064/thumb/thumb_720_5520uHTmjWTMFbH6PEBUlTBj.jpg,2022-08-01 23:19,2022-08-01 23:19
2518,무지개캠핑장,1000,Y,202000005,202-08-08773,민간,직영,,운영,,,,일반야영장,계곡,경기도,파주시,10831,경기 파주시 광탄면 부흥로 206-9,,126.8703025,37.8016463,,010-2434-5121,,,전화,1,25,17,0,0,0,2,0,0,0,0,0,0,17,0,0,0,17,0,0,0,,,,2020-12-22,"봄,여름,가을,겨울",평일+주말,Y,Y,2,0,2,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",,산책로,,N,,N,,17,0,0,0,,,가능,,https://gocamping.or.kr/upload/camp/8065/thumb/thumb_720_8930OEeLwGQkpD2ZiNVno69x.jpg,2022-08-01 23:19,2022-08-01 23:19
2519,제주 산내들 여행사,0,Y,,,,직영,,운영,,,,자동차야영장,,제주도,제주시,63615,제주특별자치도 서귀포시 남원읍 남조로 861-83,,126.6960408,33.3431403,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2020-12-31,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2520,담터 금학캠핑장,0,Y,,,,직영,,운영,,,,일반야영장,,경기도,포천시,11100,경기 포천시 관인면 담터길 339,,127.1894173,38.1609346,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-05,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2521,은지가족야영장,0,Y,,,,직영,,운영,,,,일반야영장,,경기도,고양시,10481,경기 고양시 덕양구 흥도로 281-1 (도내동),,126.857136,37.631182,,031-965-5852,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-08,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2522,명봉산솔밭관광농원오토캠핑장,2600,Y,Jan-21,694-01-00350,민간,직영,,운영,,,,자동차야영장,숲,강원도,원주시,26492,강원 원주시 흥업면 승안동길 242-56,,127.8736283,37.3051238,,010-8824-9480,,,전화,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-11,"봄,여름,가을,겨울",평일+주말,Y,N,3,8,5,개별,"전기,온수,마트.편의점",찜질방,"계곡 물놀이,산책로,청소년체험시설",,N,,N,,15,1,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길","릴선,화로대,난방기구",가능(소형견),"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/8069/thumb/thumb_720_788178P83DQ1UtL3at87EUsj.jpg,2022-08-01 23:19,2022-10-21 6:30
2523,선바위야영장,0,Y,,,,직영,,운영,,,,일반야영장,,강원도,인제군,24605,강원 인제군 북면 미시령로 1796,,128.4029221,38.2208245,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-17,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2524,벨하우스 글램핑,0,Y,,,,직영,,운영,,,,일반야영장,,경기도,남양주시,12028,경기 남양주시 수동면 지둔로445번길 98,,127.2971914,37.727596,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-15,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2525,탄도호캠핑장,0,Y,,,,직영,,운영,,,,일반야영장,,경기도,화성시,18545,경기 화성시 송산면 송산서로420번길 102-20,,126.6673838,37.2094743,,,http://tandocamping.modoo.at,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-18,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2526,파인트리캠핑장,0,Y,,,,직영,,운영,,,,일반야영장,,강원도,정선군,26143,강원 정선군 남면 광락로 349-30,,128.6937206,37.3161381,,010-8879-2470,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-20,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2527,광산구 국민여가 친환경 오토캠핑장,0,Y,,,,직영,,운영,,,,일반야영장,,광주시,광산구,62204,광주 광산구 탑동길 345 (지산동),,126.730382,35.1953233,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-20,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2528,무릉관광농원,0,Y,,,,직영,,운영,,,,일반야영장,,경상북도,경주시,38025,경북 경주시 강동면 호국로 3150-56,,129.2466199,35.9853942,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-21,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2529,솔밭캠핑장,0,Y,,,,직영,,운영,,,,일반야영장,,경상북도,포항시,37512,경북 포항시 북구 송라면 해안로 2952,,129.3778068,36.2423597,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-22,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2530,주식회사 제이에스 글로벌,0,Y,,,,직영,,운영,,,,일반야영장,,충청남도,예산군,32406,충청남도 예산군 덕산면 사동리 56-46 ,,126.6575887,36.69471149,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-22,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2531,바다야 놀자,0,Y,,,,직영,,운영,,,,일반야영장,,충청남도,보령시,33401,충청남도 보령시 천북면 학성리 242-28 ,,126.497277,36.433784,,041-642-0556,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-22,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2532,물과별캠핑장,0,Y,,,,직영,,운영,,,,일반야영장,,강원도,평창군,25300,강원 평창군 봉평면 흥정계곡4길 71-7,,128.3155815,37.6510372,,,https://waterstar.modoo.at/,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-22,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2533,남작골 농촌체험휴양마을 야영장,0,Y,,,,직영,,운영,,,,일반야영장,,경상북도,성주군,40066,경북 성주군 수륜면 보월로 8-23,,128.2705664,35.8036361,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-01-25,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2534,우니메이카 고령점,1492,Y,Jan-21,209-39-01571,민간,직영,,운영,,,,자동차야영장,산,경상북도,고령군,40126,경북 고령군 덕곡면 백리로 391-16,,128.1948205,35.8135439,,,,,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-22,"봄,여름,가을,겨울",평일+주말,N,N,4,8,2,개별,"전기,장작판매,온수",,"계곡 물놀이,산책로",,N,,N,,6,1,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/8082/thumb/thumb_720_10415839XcBqNvKJSCQ8M72E.jpg,2022-08-01 23:19,2022-08-01 23:19
2535,수입리캠핑장,1300,Y,Jan-21,602-24-51072,민간,직영,,운영,,,,일반야영장,"산,계곡",경기도,양평군,12500,경기 양평군 서종면 화서로246번길 22-6,,127.3990492,37.6402856,,010-4668-2463,https://suipri249.modoo.at/,https://booking.naver.com/booking/3/bizes/487461,온라인실시간예약,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-09,"봄,여름,가을,겨울",평일+주말,N,N,3,6,3,개별,"전기,무선인터넷,장작판매,온수",,계곡 물놀이,,N,,N,,2,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/8083/thumb/thumb_720_8873vjPFKWtQvVTw4SDzxeiY.jpg,2022-08-01 23:19,2022-08-01 23:19
2536,슬로우위켄드,5150,Y,Jan-21,111-16-51756,민간,직영,,운영,,,,"일반야영장,글램핑",,전라남도,장성군,57228,전남 장성군 황룡면 구대해길 3-12,,126.7517544,35.2636602,,,https://slowweekendjs.modoo.at/,,전화,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-08,"봄,여름,가을,겨울",평일+주말,N,N,4,10,10,개별,"전기,무선인터넷,장작판매,온수,산책로,운동장,마트.편의점",,"산책로,운동장,낚시,강/물놀이",,N,,N,,18,1,1,11,,화로대,불가능,,https://gocamping.or.kr/upload/camp/8084/thumb/thumb_720_2337sU38vDnL9oT2l5G03XiF.jpg,2022-08-01 23:19,2022-08-01 23:19
2537,보개산 야영장,0,Y,,,,직영,,운영,,,,일반야영장,,경기도,연천군,11002,경기 연천군 신서면 동내로 980,,127.1360682,38.129362,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-03,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2538,동창선아트스테이,0,Y,,,민간,직영,,운영,,,,자동차야영장,,경상남도,남해군,52454,경남 남해군 창선면 연곡로 13,,128.0407328,34.8702018,,055-867-2021,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-05,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2539,바람숲야영장,0,Y,,,,직영,,운영,,,,일반야영장,,대구시,동구,41015,대구 동구 팔공로230길 103 (진인동),,128.7132547,35.950392,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-08,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2540,별바라기 캠핑 펜션,0,Y,,,,직영,,운영,,,,자동차야영장,,충청남도,논산시,33026,충남 논산시 벌곡면 수락로 669-54,,127.2914421,36.1971733,,041-435-7012,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-10,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/8088/thumb/thumb_720_0282o2Got95WeTdGYgnCPC76.jpg,2022-08-01 23:19,2022-08-01 23:19
2541,산정호수 돌고래 캠핑장,0,Y,,,,직영,,운영,,,,일반야영장,,경기도,포천시,11103,경기 포천시 영북면 산정호수로 510-1,,127.3183943,38.0592481,,031-531-2007,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-10,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2542,채움카라반리조트,0,Y,,,,직영,,운영,,,,일반야영장,,경기도,가평군,12432,경기도 가평군 조종면 운악리 542-14 ,,127.353063,37.888414,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-10,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2543,숲내음카라반캠핑장,0,Y,Jan-21,846-86-01544,,직영,,운영,,,,일반야영장,,전라북도,완주군,55360,전북 완주군 상관면 죽림편백길 143-5,,127.2080189,35.7418834,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-11,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2544,백제캠핑장,0,Y,,820-81-00330,민간,직영,,운영,,,,자동차야영장,,전라북도,익산시,54571,전북 익산시 금마면 도천길 131-20,,127.0515669,36.0125143,,063-851-2009,https://cafe.naver.com/bjcp,https://www.camfit.co.kr/camp/634530072a308d001e74cfc7,"전화,온라인실시간예약",1,0,0,0,0,0,0,8,8,0,8,16,0,28,18,0,0,46,0,0,0,,,,2021-02-12,"봄,여름,가을,겨울",평일+주말,Y,N,1,1,1,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",,"산책로,수영장,농어촌체험시설,어린이놀이시설","미륵산 국립박물관,서동공원,구룡마을 대나무숲",N,,N,,0,0,0,0,여름물놀이,,가능(소형견),,https://gocamping.or.kr/upload/camp/8092/thumb/thumb_720_2462VIZMXGQb53mj2JHyHMU3.jpg,2022-08-01 23:19,2022-10-15 6:30
2545,갈천힐링캠프,0,Y,,,,직영,,운영,,,,일반야영장,,강원도,양양군,25040,강원 양양군 서면 구룡령로 1103-45,,128.5051837,37.9072067,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-15,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2546,쭌카라반 캠핑장,0,Y,,,,직영,,운영,,,,"자동차야영장,카라반",,강원도,고성군,24754,강원 고성군 토성면 화원길 13,,128.546583,38.2847032,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-17,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2547,포게더 카라반 지조개발,0,Y,,,,직영,,운영,,,,일반야영장,,경상남도,거제시,53274,경남 거제시 사등면 덕호해안길 147-1,,128.4725988,34.8726226,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-17,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2548,매물도야영장,0,Y,,,,직영,,운영,,,,일반야영장,,경상남도,통영시,53097,경남 통영시 한산면 당금길 50-9,,128.5764801,34.6472025,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-24,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2549,블루문 오토캠핑,0,Y,,,,직영,,운영,,,,일반야영장,,세종시,연서면,30046,세종특별자치시 연서면 기와말1길 20,,127.2498372,36.5585894,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-02-25,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2550,글램핑로망,0,Y,,,민간,직영,,운영,,,,일반야영장,,대구시,달성군,42977,대구 달성군 옥포읍 옥포로111길 85-6,,128.4949991,35.7413411,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-03-31,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2551,(주)젠하이더웨이 트로컬하이드어웨이,0,Y,,,민간,직영,,운영,,,,자동차야영장,,제주도,서귀포시,63512,제주특별자치도 서귀포시 대정읍 형제해안로 284,,126.2912734,33.2092329,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-03-02,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-03 6:30
2552,주전패밀리캠핑장,0,Y,,,민간,직영,,운영,,,,일반야영장,,울산시,동구,44013,울산 동구 주전해안길 300 (주전동),,129.4552481,35.5517652,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-03-03,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2553,안림딸기마을 캠핑장,0,Y,,,,직영,,운영,,,,일반야영장,,경상북도,고령군,40160,경북 고령군 쌍림면 안림천길 19-6,,128.2597125,35.6924395,,,shanbang33.cafe24.com,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-03-08,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2554,텐타우스 보문지점,0,Y,,,민간,직영,,운영,,,,일반야영장,,경상북도,경주시,38118,경북 경주시 경감로 466-311 (천군동),,129.2705439,35.814448,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-03-08,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2555,와룡천 캠핑장,0,Y,,,민간,직영,,운영,,,,자동차야영장,,강원도,영월군,26216,강원 영월군 남면 송정길 53,,128.4113992,37.1895832,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-03-09,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2556,돌담 캠핑&가든,0,Y,,,민간,직영,,운영,,,,일반야영장,,인천시,강화군,23005,인천 강화군 삼산면 삼산북로 397-1,,126.32817,37.7010678,,,http://xn--o39aw5krsar7ax30fxni.com/,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-03-10,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2557,케이블카파크랜드 오토캠핑장,0,Y,,,,직영,,운영,,,,자동차야영장,,경상남도,통영시,53078,경남 통영시 발개로 172-24 (도남동),,128.422633,34.8235945,,055-650-0544,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-03-12,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
2558,네이스트 프라이빗 음성,0,Y,,,민간,직영,,운영,,,,일반야영장,,충청북도,음성군,27723,충북 음성군 원남면 덕생로 167-15,,127.5982097,36.8943396,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2021-03-12,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,,,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:19,2022-08-01 23:19
